Location,LocationID,FilterCategory,DataGroups,TimeFrame,DataFormat,Data,Unit
Caldwell,37027,Total,Total,2022,Percent,12.1,%
Caldwell,37027,Total,Total,2023,Percent,14.3,%
Camden,37029,Total,Total,2017,Percent,37.5,%
Camden,37029,Total,Total,2018,Percent,50,%
Camden,37029,Total,Total,2019,Percent,0,%
Camden,37029,Total,Total,2020,Percent,,
Camden,37029,Total,Total,2021,Percent,0,%
Camden,37029,Total,Total,2022,Percent,66.7,%
Camden,37029,Total,Total,2023,Percent,0,%
Carteret,37031,Total,Total,2017,Percent,27.7,%
Carteret,37031,Total,Total,2018,Percent,30.5,%
Carteret,37031,Total,Total,2019,Percent,18.6,%
Carteret,37031,Total,Total,2020,Percent,38.3,%
Carteret,37031,Total,Total,2021,Percent,27.3,%
Carteret,37031,Total,Total,2022,Percent,26.2,%
Carteret,37031,Total,Total,2023,Percent,62.5,%
Caswell,37033,Total,Total,2017,Percent,21.1,%
Caswell,37033,Total,Total,2018,Percent,15.8,%
Caswell,37033,Total,Total,2019,Percent,7.1,%
Caswell,37033,Total,Total,2020,Percent,33.3,%
Caswell,37033,Total,Total,2021,Percent,87.5,%
Caswell,37033,Total,Total,2022,Percent,18.2,%
Caswell,37033,Total,Total,2023,Percent,0,%
Catawba,37035,Total,Total,2017,Percent,13.3,%
Catawba,37035,Total,Total,2018,Percent,7.3,%
Catawba,37035,Total,Total,2019,Percent,7.6,%
Catawba,37035,Total,Total,2020,Percent,10.3,%
Catawba,37035,Total,Total,2021,Percent,5.2,%
Catawba,37035,Total,Total,2022,Percent,11.3,%
Catawba,37035,Total,Total,2023,Percent,25,%
Chatham,37037,Total,Total,2017,Percent,31.4,%
Chatham,37037,Total,Total,2018,Percent,14,%
Chatham,37037,Total,Total,2019,Percent,35.4,%
Chatham,37037,Total,Total,2020,Percent,25,%
Chatham,37037,Total,Total,2021,Percent,23.2,%
Chatham,37037,Total,Total,2022,Percent,17,%
Chatham,37037,Total,Total,2023,Percent,23.1,%
Cherokee,37039,Total,Total,2017,Percent,68.8,%
Cherokee,37039,Total,Total,2018,Percent,35.8,%
Cherokee,37039,Total,Total,2019,Percent,13,%
Cherokee,37039,Total,Total,2020,Percent,47.1,%
Cherokee,37039,Total,Total,2021,Percent,23.1,%
Cherokee,37039,Total,Total,2022,Percent,29,%
Cherokee,37039,Total,Total,2023,Percent,39.7,%
Chowan,37041,Total,Total,2017,Percent,100,%
Chowan,37041,Total,Total,2018,Percent,,
Chowan,37041,Total,Total,2019,Percent,,
Chowan,37041,Total,Total,2020,Percent,57.1,%
Chowan,37041,Total,Total,2021,Percent,50,%
Chowan,37041,Total,Total,2022,Percent,7.7,%
Chowan,37041,Total,Total,2023,Percent,35.7,%
Clay,37043,Total,Total,2017,Percent,18.8,%
Clay,37043,Total,Total,2018,Percent,21.1,%
Clay,37043,Total,Total,2019,Percent,41.7,%
Clay,37043,Total,Total,2020,Percent,14.3,%
Clay,37043,Total,Total,2021,Percent,26.3,%
Clay,37043,Total,Total,2022,Percent,33.3,%
Clay,37043,Total,Total,2023,Percent,56.2,%
Cleveland,37045,Total,Total,2017,Percent,44.8,%
Cleveland,37045,Total,Total,2018,Percent,34.4,%
Cleveland,37045,Total,Total,2019,Percent,24.2,%
Cleveland,37045,Total,Total,2020,Percent,36,%
Cleveland,37045,Total,Total,2021,Percent,29.9,%
Cleveland,37045,Total,Total,2022,Percent,21.7,%
Cleveland,37045,Total,Total,2023,Percent,36.8,%
Columbus,37047,Total,Total,2017,Percent,39.6,%
Columbus,37047,Total,Total,2018,Percent,60,%
Columbus,37047,Total,Total,2019,Percent,71.2,%
Columbus,37047,Total,Total,2020,Percent,40,%
Columbus,37047,Total,Total,2021,Percent,42.5,%
Columbus,37047,Total,Total,2022,Percent,43.6,%
Columbus,37047,Total,Total,2023,Percent,33,%
Craven,37049,Total,Total,2017,Percent,33.3,%
Craven,37049,Total,Total,2018,Percent,41.7,%
Craven,37049,Total,Total,2019,Percent,35.4,%
Craven,37049,Total,Total,2020,Percent,12.8,%
Craven,37049,Total,Total,2021,Percent,19.4,%
Craven,37049,Total,Total,2022,Percent,33.3,%
Craven,37049,Total,Total,2023,Percent,28.1,%
Cumberland,37051,Total,Total,2017,Percent,14,%
Cumberland,37051,Total,Total,2018,Percent,22.1,%
Cumberland,37051,Total,Total,2019,Percent,15.6,%
Cumberland,37051,Total,Total,2020,Percent,21.7,%
Cumberland,37051,Total,Total,2021,Percent,23.3,%
Cumberland,37051,Total,Total,2022,Percent,17.1,%
Cumberland,37051,Total,Total,2023,Percent,21.1,%
Currituck,37053,Total,Total,2017,Percent,33.3,%
Currituck,37053,Total,Total,2018,Percent,,
Currituck,37053,Total,Total,2019,Percent,35.7,%
Currituck,37053,Total,Total,2020,Percent,31.6,%
Currituck,37053,Total,Total,2021,Percent,75,%
Currituck,37053,Total,Total,2022,Percent,58.3,%
Currituck,37053,Total,Total,2023,Percent,80,%
Dare,37055,Total,Total,2017,Percent,27.3,%
Dare,37055,Total,Total,2018,Percent,13.3,%
Dare,37055,Total,Total,2019,Percent,8.3,%
Dare,37055,Total,Total,2020,Percent,40,%
Dare,37055,Total,Total,2021,Percent,61.5,%
Dare,37055,Total,Total,2022,Percent,25,%
Dare,37055,Total,Total,2023,Percent,33.3,%
Davidson,37057,Total,Total,2017,Percent,39.8,%
Davidson,37057,Total,Total,2018,Percent,28.7,%
Davidson,37057,Total,Total,2019,Percent,27.6,%
Davidson,37057,Total,Total,2020,Percent,30.1,%
Davidson,37057,Total,Total,2021,Percent,32.1,%
Davidson,37057,Total,Total,2022,Percent,18.2,%
Davidson,37057,Total,Total,2023,Percent,38.3,%
Davie,37059,Total,Total,2017,Percent,20,%
Davie,37059,Total,Total,2018,Percent,20.9,%
Davie,37059,Total,Total,2019,Percent,31.7,%
Davie,37059,Total,Total,2020,Percent,42.9,%
Davie,37059,Total,Total,2021,Percent,45.5,%
Davie,37059,Total,Total,2022,Percent,28,%
Davie,37059,Total,Total,2023,Percent,15,%
Duplin,37061,Total,Total,2017,Percent,44.2,%
Duplin,37061,Total,Total,2018,Percent,51.3,%
Duplin,37061,Total,Total,2019,Percent,50,%
Duplin,37061,Total,Total,2020,Percent,59.3,%
Duplin,37061,Total,Total,2021,Percent,64.3,%
Duplin,37061,Total,Total,2022,Percent,33.3,%
Duplin,37061,Total,Total,2023,Percent,38.1,%
Durham,37063,Total,Total,2017,Percent,10,%
Durham,37063,Total,Total,2018,Percent,10.9,%
Durham,37063,Total,Total,2019,Percent,12.5,%
Durham,37063,Total,Total,2020,Percent,3,%
Durham,37063,Total,Total,2021,Percent,6.7,%
Durham,37063,Total,Total,2022,Percent,3.2,%
Durham,37063,Total,Total,2023,Percent,8.5,%
Edgecombe,37065,Total,Total,2017,Percent,66.7,%
Edgecombe,37065,Total,Total,2018,Percent,43.9,%
Edgecombe,37065,Total,Total,2019,Percent,67.9,%
Edgecombe,37065,Total,Total,2020,Percent,88,%
Edgecombe,37065,Total,Total,2021,Percent,68.6,%
Edgecombe,37065,Total,Total,2022,Percent,52.9,%
Edgecombe,37065,Total,Total,2023,Percent,61.3,%
Forsyth,37067,Total,Total,2017,Percent,24.1,%
Forsyth,37067,Total,Total,2018,Percent,18.1,%
Forsyth,37067,Total,Total,2019,Percent,18.9,%
Forsyth,37067,Total,Total,2020,Percent,14.8,%
Forsyth,37067,Total,Total,2021,Percent,20,%
Forsyth,37067,Total,Total,2022,Percent,14.7,%
Forsyth,37067,Total,Total,2023,Percent,24.2,%
Franklin,37069,Total,Total,2017,Percent,15.6,%
Franklin,37069,Total,Total,2018,Percent,6.7,%
Franklin,37069,Total,Total,2019,Percent,37.5,%
Franklin,37069,Total,Total,2020,Percent,25,%
Franklin,37069,Total,Total,2021,Percent,33.3,%
Franklin,37069,Total,Total,2022,Percent,35.5,%
Franklin,37069,Total,Total,2023,Percent,23.7,%
Gaston,37071,Total,Total,2017,Percent,25.2,%
Gaston,37071,Total,Total,2018,Percent,19.5,%
Gaston,37071,Total,Total,2019,Percent,23.2,%
Gaston,37071,Total,Total,2020,Percent,17.9,%
Gaston,37071,Total,Total,2021,Percent,11.4,%
Gaston,37071,Total,Total,2022,Percent,10.1,%
Gaston,37071,Total,Total,2023,Percent,12.9,%
Gates,37073,Total,Total,2017,Percent,,
Gates,37073,Total,Total,2018,Percent,,
Gates,37073,Total,Total,2019,Percent,,
Gates,37073,Total,Total,2020,Percent,,
Gates,37073,Total,Total,2021,Percent,,
Gates,37073,Total,Total,2022,Percent,,
Gates,37073,Total,Total,2023,Percent,100,%
Graham,37075,Total,Total,2017,Percent,35.3,%
Graham,37075,Total,Total,2018,Percent,12.5,%
Graham,37075,Total,Total,2019,Percent,38.1,%
Graham,37075,Total,Total,2020,Percent,19,%
Graham,37075,Total,Total,2021,Percent,58.3,%
Graham,37075,Total,Total,2022,Percent,45,%
Graham,37075,Total,Total,2023,Percent,70.8,%
Granville,37077,Total,Total,2017,Percent,64.7,%
Granville,37077,Total,Total,2018,Percent,44.4,%
Granville,37077,Total,Total,2019,Percent,61.1,%
Granville,37077,Total,Total,2020,Percent,17.4,%
Granville,37077,Total,Total,2021,Percent,50,%
Granville,37077,Total,Total,2022,Percent,30,%
Granville,37077,Total,Total,2023,Percent,27.8,%
Greene,37079,Total,Total,2017,Percent,54.5,%
Greene,37079,Total,Total,2018,Percent,71.4,%
Greene,37079,Total,Total,2019,Percent,25,%
Greene,37079,Total,Total,2020,Percent,33.3,%
Greene,37079,Total,Total,2021,Percent,0,%
Greene,37079,Total,Total,2022,Percent,0,%
Greene,37079,Total,Total,2023,Percent,42.9,%
Guilford,37081,Total,Total,2017,Percent,4,%
Guilford,37081,Total,Total,2018,Percent,16.8,%
Guilford,37081,Total,Total,2019,Percent,6.4,%
Guilford,37081,Total,Total,2020,Percent,8,%
Guilford,37081,Total,Total,2021,Percent,11.3,%
Guilford,37081,Total,Total,2022,Percent,6.6,%
Guilford,37081,Total,Total,2023,Percent,14.4,%
Halifax,37083,Total,Total,2017,Percent,63.2,%
Halifax,37083,Total,Total,2018,Percent,50,%
Halifax,37083,Total,Total,2019,Percent,28.6,%
Halifax,37083,Total,Total,2020,Percent,52.6,%
Halifax,37083,Total,Total,2021,Percent,42.1,%
Halifax,37083,Total,Total,2022,Percent,83.3,%
Halifax,37083,Total,Total,2023,Percent,28.6,%
Harnett,37085,Total,Total,2017,Percent,34.5,%
Harnett,37085,Total,Total,2018,Percent,34.1,%
Harnett,37085,Total,Total,2019,Percent,21.3,%
Harnett,37085,Total,Total,2020,Percent,25.3,%
Harnett,37085,Total,Total,2021,Percent,28,%
Harnett,37085,Total,Total,2022,Percent,22.5,%
Harnett,37085,Total,Total,2023,Percent,16.5,%
Haywood,37087,Total,Total,2017,Percent,14,%
Haywood,37087,Total,Total,2018,Percent,13.2,%
Haywood,37087,Total,Total,2019,Percent,39.4,%
Haywood,37087,Total,Total,2020,Percent,17.5,%
Haywood,37087,Total,Total,2021,Percent,29.1,%
Haywood,37087,Total,Total,2022,Percent,36.8,%
Haywood,37087,Total,Total,2023,Percent,26.8,%
Henderson,37089,Total,Total,2017,Percent,32.9,%
Henderson,37089,Total,Total,2018,Percent,36.2,%
Henderson,37089,Total,Total,2019,Percent,22.5,%
Henderson,37089,Total,Total,2020,Percent,29.2,%
Henderson,37089,Total,Total,2021,Percent,15.3,%
Henderson,37089,Total,Total,2022,Percent,19.8,%
Henderson,37089,Total,Total,2023,Percent,27.5,%
Hertford,37091,Total,Total,2017,Percent,100,%
Hertford,37091,Total,Total,2018,Percent,,
Hertford,37091,Total,Total,2019,Percent,50,%
Hertford,37091,Total,Total,2020,Percent,100,%
Hertford,37091,Total,Total,2021,Percent,33.3,%
Hertford,37091,Total,Total,2022,Percent,33.3,%
Hertford,37091,Total,Total,2023,Percent,,
Hoke,37093,Total,Total,2017,Percent,36.8,%
Hoke,37093,Total,Total,2018,Percent,34.3,%
Hoke,37093,Total,Total,2019,Percent,19.6,%
Hoke,37093,Total,Total,2020,Percent,28.6,%
Hoke,37093,Total,Total,2021,Percent,55.6,%
Hoke,37093,Total,Total,2022,Percent,36.8,%
Hoke,37093,Total,Total,2023,Percent,12.5,%
Hyde,37095,Total,Total,2017,Percent,25,%
Hyde,37095,Total,Total,2018,Percent,100,%
Hyde,37095,Total,Total,2019,Percent,0,%
Hyde,37095,Total,Total,2020,Percent,,
Hyde,37095,Total,Total,2021,Percent,0,%
Hyde,37095,Total,Total,2022,Percent,25,%
Hyde,37095,Total,Total,2023,Percent,0,%
Iredell,37097,Total,Total,2017,Percent,51.2,%
Iredell,37097,Total,Total,2018,Percent,60.8,%
Iredell,37097,Total,Total,2019,Percent,40,%
Iredell,37097,Total,Total,2020,Percent,26,%
Iredell,37097,Total,Total,2021,Percent,30.8,%
Iredell,37097,Total,Total,2022,Percent,41,%
Iredell,37097,Total,Total,2023,Percent,32.1,%
Jackson,37099,Total,Total,2017,Percent,18.5,%
Jackson,37099,Total,Total,2018,Percent,24,%
Jackson,37099,Total,Total,2019,Percent,23.1,%
Jackson,37099,Total,Total,2020,Percent,3.3,%
Jackson,37099,Total,Total,2021,Percent,0,%
Jackson,37099,Total,Total,2022,Percent,20,%
Jackson,37099,Total,Total,2023,Percent,22.2,%
Johnston,37101,Total,Total,2017,Percent,34.5,%
Johnston,37101,Total,Total,2018,Percent,22.7,%
Johnston,37101,Total,Total,2019,Percent,19.5,%
Johnston,37101,Total,Total,2020,Percent,31.8,%
Johnston,37101,Total,Total,2021,Percent,34.8,%
Johnston,37101,Total,Total,2022,Percent,27,%
Johnston,37101,Total,Total,2023,Percent,39.2,%
Jones,37103,Total,Total,2017,Percent,50,%
Jones,37103,Total,Total,2018,Percent,44.4,%
Jones,37103,Total,Total,2019,Percent,75,%
Jones,37103,Total,Total,2020,Percent,100,%
Jones,37103,Total,Total,2021,Percent,100,%
Jones,37103,Total,Total,2022,Percent,0,%
Jones,37103,Total,Total,2023,Percent,72.7,%
Lee,37105,Total,Total,2017,Percent,42.5,%
Lee,37105,Total,Total,2018,Percent,58.1,%
Lee,37105,Total,Total,2019,Percent,15.6,%
Lee,37105,Total,Total,2020,Percent,30.8,%
Lee,37105,Total,Total,2021,Percent,0,%
Lee,37105,Total,Total,2022,Percent,37.5,%
Lee,37105,Total,Total,2023,Percent,42.1,%
Lenoir,37107,Total,Total,2017,Percent,68.4,%
Lenoir,37107,Total,Total,2018,Percent,40.9,%
Lenoir,37107,Total,Total,2019,Percent,65,%
Lenoir,37107,Total,Total,2020,Percent,10.7,%
Lenoir,37107,Total,Total,2021,Percent,23.8,%
Lenoir,37107,Total,Total,2022,Percent,26.5,%
Lenoir,37107,Total,Total,2023,Percent,44.4,%
Lincoln,37109,Total,Total,2017,Percent,25.5,%
Lincoln,37109,Total,Total,2018,Percent,32.4,%
Lincoln,37109,Total,Total,2019,Percent,26,%
Lincoln,37109,Total,Total,2020,Percent,44.2,%
Lincoln,37109,Total,Total,2021,Percent,28.1,%
Lincoln,37109,Total,Total,2022,Percent,36.8,%
Lincoln,37109,Total,Total,2023,Percent,26.5,%
Macon,37113,Total,Total,2017,Percent,25,%
Macon,37113,Total,Total,2018,Percent,7.4,%
Macon,37113,Total,Total,2019,Percent,11.4,%
Macon,37113,Total,Total,2020,Percent,7.7,%
Macon,37113,Total,Total,2021,Percent,6.5,%
Macon,37113,Total,Total,2022,Percent,3.7,%
Macon,37113,Total,Total,2023,Percent,17.9,%
Madison,37115,Total,Total,2017,Percent,10.7,%
Madison,37115,Total,Total,2018,Percent,12.5,%
Madison,37115,Total,Total,2019,Percent,39.5,%
Madison,37115,Total,Total,2020,Percent,18.2,%
Madison,37115,Total,Total,2021,Percent,41.7,%
Madison,37115,Total,Total,2022,Percent,39.1,%
Madison,37115,Total,Total,2023,Percent,33.3,%
Martin,37117,Total,Total,2017,Percent,20,%
Martin,37117,Total,Total,2018,Percent,20,%
Martin,37117,Total,Total,2019,Percent,33.3,%
Martin,37117,Total,Total,2020,Percent,54.5,%
Martin,37117,Total,Total,2021,Percent,26.1,%
Martin,37117,Total,Total,2022,Percent,40,%
Martin,37117,Total,Total,2023,Percent,73.3,%
McDowell,37111,Total,Total,2017,Percent,44.4,%
McDowell,37111,Total,Total,2018,Percent,42,%
McDowell,37111,Total,Total,2019,Percent,46.6,%
McDowell,37111,Total,Total,2020,Percent,37.8,%
McDowell,37111,Total,Total,2021,Percent,38.4,%
McDowell,37111,Total,Total,2022,Percent,57.5,%
McDowell,37111,Total,Total,2023,Percent,31,%
Mecklenburg,37119,Total,Total,2017,Percent,21.5,%
Mecklenburg,37119,Total,Total,2018,Percent,32.7,%
Mecklenburg,37119,Total,Total,2019,Percent,27.9,%
Mecklenburg,37119,Total,Total,2020,Percent,11.9,%
Mecklenburg,37119,Total,Total,2021,Percent,17.5,%
Mecklenburg,37119,Total,Total,2022,Percent,19.8,%
Mecklenburg,37119,Total,Total,2023,Percent,17,%
Mitchell,37121,Total,Total,2017,Percent,26.3,%
Mitchell,37121,Total,Total,2018,Percent,43.2,%
Mitchell,37121,Total,Total,2019,Percent,60,%
Mitchell,37121,Total,Total,2020,Percent,44.2,%
Mitchell,37121,Total,Total,2021,Percent,22.2,%
Mitchell,37121,Total,Total,2022,Percent,36.4,%
Mitchell,37121,Total,Total,2023,Percent,7.7,%
Montgomery,37123,Total,Total,2017,Percent,50,%
Montgomery,37123,Total,Total,2018,Percent,30,%
Montgomery,37123,Total,Total,2019,Percent,10.5,%
Montgomery,37123,Total,Total,2020,Percent,20,%
Montgomery,37123,Total,Total,2021,Percent,21.4,%
Montgomery,37123,Total,Total,2022,Percent,45.5,%
Montgomery,37123,Total,Total,2023,Percent,58.3,%
Moore,37125,Total,Total,2017,Percent,26.8,%
Moore,37125,Total,Total,2018,Percent,29,%
Moore,37125,Total,Total,2019,Percent,75,%
Moore,37125,Total,Total,2020,Percent,50,%
Moore,37125,Total,Total,2021,Percent,24.2,%
Moore,37125,Total,Total,2022,Percent,3.6,%
Moore,37125,Total,Total,2023,Percent,36.1,%
Nash,37127,Total,Total,2017,Percent,54.2,%
Nash,37127,Total,Total,2018,Percent,50,%
Nash,37127,Total,Total,2019,Percent,53.6,%
Nash,37127,Total,Total,2020,Percent,50,%
Nash,37127,Total,Total,2021,Percent,38.9,%
Nash,37127,Total,Total,2022,Percent,35.7,%
Nash,37127,Total,Total,2023,Percent,23.5,%
New Hanover,37129,Total,Total,2017,Percent,32.4,%
New Hanover,37129,Total,Total,2018,Percent,29.9,%
New Hanover,37129,Total,Total,2019,Percent,23.6,%
New Hanover,37129,Total,Total,2020,Percent,33.2,%
New Hanover,37129,Total,Total,2021,Percent,36.3,%
New Hanover,37129,Total,Total,2022,Percent,40.9,%
New Hanover,37129,Total,Total,2023,Percent,37.2,%
Northampton,37131,Total,Total,2017,Percent,83.3,%
Northampton,37131,Total,Total,2018,Percent,60,%
Northampton,37131,Total,Total,2019,Percent,,
Northampton,37131,Total,Total,2020,Percent,60,%
Northampton,37131,Total,Total,2021,Percent,,
Northampton,37131,Total,Total,2022,Percent,0,%
Northampton,37131,Total,Total,2023,Percent,0,%
Onslow,37133,Total,Total,2017,Percent,38,%
Onslow,37133,Total,Total,2018,Percent,43.3,%
Onslow,37133,Total,Total,2019,Percent,33.6,%
Onslow,37133,Total,Total,2020,Percent,28.4,%
Onslow,37133,Total,Total,2021,Percent,24.6,%
Onslow,37133,Total,Total,2022,Percent,30.9,%
Onslow,37133,Total,Total,2023,Percent,38,%
Orange,37135,Total,Total,2017,Percent,20.4,%
Orange,37135,Total,Total,2018,Percent,16.2,%
Orange,37135,Total,Total,2019,Percent,16.4,%
Orange,37135,Total,Total,2020,Percent,16,%
Orange,37135,Total,Total,2021,Percent,24,%
Orange,37135,Total,Total,2022,Percent,5.3,%
Orange,37135,Total,Total,2023,Percent,12.2,%
Pamlico,37137,Total,Total,2017,Percent,83.3,%
Pamlico,37137,Total,Total,2018,Percent,,
Pamlico,37137,Total,Total,2019,Percent,0,%
Pamlico,37137,Total,Total,2020,Percent,0,%
Pamlico,37137,Total,Total,2021,Percent,0,%
Pamlico,37137,Total,Total,2022,Percent,33.3,%
Pamlico,37137,Total,Total,2023,Percent,66.7,%
Pasquotank,37139,Total,Total,2017,Percent,40,%
Pasquotank,37139,Total,Total,2018,Percent,,
Pasquotank,37139,Total,Total,2019,Percent,16.7,%
Pasquotank,37139,Total,Total,2020,Percent,33.3,%
Pasquotank,37139,Total,Total,2021,Percent,53.3,%
Pasquotank,37139,Total,Total,2022,Percent,54.5,%
Pasquotank,37139,Total,Total,2023,Percent,26.3,%
Pender,37141,Total,Total,2017,Percent,22.5,%
Pender,37141,Total,Total,2018,Percent,39.4,%
Pender,37141,Total,Total,2019,Percent,19.6,%
Pender,37141,Total,Total,2020,Percent,21.4,%
Pender,37141,Total,Total,2021,Percent,31.2,%
Pender,37141,Total,Total,2022,Percent,18.2,%
Pender,37141,Total,Total,2023,Percent,28.6,%
Perquimans,37143,Total,Total,2017,Percent,,
Perquimans,37143,Total,Total,2018,Percent,,
Perquimans,37143,Total,Total,2019,Percent,33.3,%
Perquimans,37143,Total,Total,2020,Percent,11.1,%
Perquimans,37143,Total,Total,2021,Percent,33.3,%
Perquimans,37143,Total,Total,2022,Percent,66.7,%
Perquimans,37143,Total,Total,2023,Percent,42.9,%
Person,37145,Total,Total,2017,Percent,45.3,%
Person,37145,Total,Total,2018,Percent,41,%
Person,37145,Total,Total,2019,Percent,36.7,%
Person,37145,Total,Total,2020,Percent,45,%
Person,37145,Total,Total,2021,Percent,43.1,%
Person,37145,Total,Total,2022,Percent,35.1,%
Person,37145,Total,Total,2023,Percent,14.3,%
Pitt,37147,Total,Total,2017,Percent,35.7,%
Pitt,37147,Total,Total,2018,Percent,24.7,%
Pitt,37147,Total,Total,2019,Percent,13,%
Pitt,37147,Total,Total,2020,Percent,19,%
Pitt,37147,Total,Total,2021,Percent,29.9,%
Pitt,37147,Total,Total,2022,Percent,22.7,%
Pitt,37147,Total,Total,2023,Percent,30,%
Polk,37149,Total,Total,2017,Percent,14.3,%
Polk,37149,Total,Total,2018,Percent,15.4,%
